,MRE-,ACC+,PRED40+,N_estimators,criterion,Min_sample_leaves,Min_impurity_decrease,Max_depth
2363,120.97,-12.87,0.0,110,1,9,5.75,2
2364,0.0,0.0,83.33333333,40,0,14,2.5,1
2365,0.0,0.0,83.33333333,80,0,13,3.25,6
2366,120.24,-12.59,0.0,140,1,9,0.25,16
2367,122.67,-13.49,0.0,20,1,9,9.75,10
2368,119.8,-12.42,0.0,200,1,20,2.75,11
2369,119.33,-12.24,0.0,50,2,17,7.0,5
2370,0.0,0.0,83.33333333,150,0,16,6.5,20
2371,100.91,-0.88,0.0,110,0,16,4.75,17
2372,115.78,-10.71,0.0,30,2,20,1.5,10
2373,123.33,-13.73,0.0,10,2,18,1.5,4
2374,120.67,-12.76,0.0,190,1,12,1.25,9
2375,120.53,-12.71,0.0,100,2,3,1.25,11
2376,0.0,0.0,83.33333333,170,0,8,10.0,8
2377,118.44,-11.87,0.0,30,1,10,0.0,10
2378,118.95,-12.08,0.0,140,1,13,6.25,9
2379,119.93,-12.47,0.0,190,2,6,4.0,19
2380,118.97,-12.09,0.0,130,2,1,6.0,17
2381,121.33,-13.01,0.0,40,1,15,6.5,3
2382,0.0,0.0,83.33333333,160,0,8,9.25,2
2383,121.23,-12.97,0.0,130,2,12,1.25,2
2384,102.0,-1.89,0.0,150,0,7,6.0,13
2385,118.18,-11.76,0.0,190,1,13,6.5,17
2386,120.83,-12.82,0.0,120,2,5,8.25,12
2387,119.62,-12.35,0.0,70,1,10,0.0,8
2388,119.57,-12.33,0.0,200,1,4,5.25,20
2389,122.79,-13.53,0.0,110,2,15,6.5,7
2390,0.0,0.0,83.33333333,60,0,16,5.0,5
2391,0.0,0.0,83.33333333,180,0,2,5.0,7
2392,0.0,0.0,83.33333333,170,0,8,0.0,12
2393,100.53,-0.52,0.0,190,0,6,5.75,19
2394,101.25,-1.2,0.0,160,0,15,10.0,7
2395,121.56,-13.09,0.0,30,2,4,5.5,2
2396,0.0,0.0,83.33333333,40,0,1,6.5,14
2397,118.67,-11.97,0.0,30,2,8,5.25,1
2398,119.33,-12.24,0.0,10,2,1,9.0,18
2399,101.67,-1.59,0.0,60,0,11,4.75,16
2400,121.56,-13.09,0.0,60,2,13,3.5,14
2401,100.5,-0.49,0.0,200,0,6,5.25,12
2402,119.33,-12.24,0.0,10,1,12,7.0,17
2403,121.84,-13.2,0.0,170,2,15,1.0,20
2404,0.0,0.0,83.33333333,80,0,16,4.5,18
2405,119.23,-12.2,0.0,130,2,20,8.75,2
2406,119.43,-12.27,0.0,70,1,1,2.5,12
2407,121.05,-12.9,0.0,140,1,7,10.0,11
2408,118.93,-12.07,0.0,180,1,10,0.0,15
2409,119.72,-12.39,0.0,120,2,7,3.75,5
2410,121.0,-12.88,0.0,120,2,14,3.25,5
2411,0.0,0.0,83.33333333,150,0,5,7.0,14
2412,0.0,0.0,83.33333333,20,0,12,3.25,9
2413,120.37,-12.64,0.0,90,2,3,5.5,1
2414,118.4,-11.86,0.0,100,1,7,5.25,13
2415,0.0,0.0,83.33333333,20,0,8,7.5,17
2416,121.67,-13.13,0.0,100,2,1,8.0,3
2417,0.0,0.0,83.33333333,120,0,4,5.25,7
2418,100.5,-0.49,0.0,200,0,2,7.75,3
2419,118.48,-11.89,0.0,70,2,2,4.0,1
2420,121.48,-13.06,0.0,90,2,12,0.25,17
2421,121.78,-13.17,0.0,60,2,11,5.5,20
2422,119.64,-12.36,0.0,110,1,10,1.25,15
2423,120.92,-12.85,0.0,130,2,13,2.75,19
2424,0.0,0.0,83.33333333,180,0,1,7.75,16
2425,0.0,0.0,83.33333333,50,0,8,8.5,10
2426,124.44,-14.1,0.0,30,1,18,7.5,3
2427,120.89,-12.84,0.0,90,1,12,7.25,8
2428,0.0,0.0,83.33333333,170,0,4,5.0,8
2429,120.48,-12.68,0.0,140,2,19,0.75,17
2430,119.75,-12.4,0.0,80,1,19,9.25,5
2431,120.76,-12.79,0.0,140,2,2,10.0,3
2432,0.0,0.0,83.33333333,40,0,12,8.0,12
2433,0.0,0.0,83.33333333,80,0,4,9.0,7
2434,120.27,-12.6,0.0,150,2,11,6.0,4
2435,0.0,0.0,83.33333333,10,0,17,0.75,17
2436,0.0,0.0,83.33333333,10,0,14,4.25,5
2437,120.92,-12.85,0.0,160,1,15,7.75,1
2438,120.0,-12.5,0.0,130,1,12,7.0,10
2439,120.62,-12.74,0.0,130,2,2,4.5,18
2440,101.0,-0.97,0.0,100,0,14,5.25,16
2441,0.0,0.0,83.33333333,10,0,2,2.5,8
2442,0.0,0.0,83.33333333,30,0,17,1.25,1
2443,119.92,-12.47,0.0,160,1,12,9.75,17
2444,120.0,-12.5,0.0,50,2,15,0.0,7
2445,120.18,-12.57,0.0,110,1,12,0.5,1
2446,0.0,0.0,83.33333333,70,0,20,6.5,15
2447,120.46,-12.68,0.0,190,2,7,7.25,15
2448,119.93,-12.47,0.0,100,2,10,7.0,10
2449,119.59,-12.34,0.0,180,1,5,0.75,3
2450,120.12,-12.55,0.0,160,2,11,4.0,2
2451,0.0,0.0,83.33333333,110,0,9,2.75,14
2452,121.0,-12.88,0.0,40,1,8,0.25,9
2453,120.27,-12.6,0.0,150,1,7,8.25,12
2454,101.25,-1.2,0.0,80,0,8,7.5,13
2455,0.0,0.0,83.33333333,140,0,16,0.75,9
2456,120.78,-12.8,0.0,60,1,3,1.25,9
2457,118.5,-11.9,0.0,160,1,16,6.75,2
2458,0.0,0.0,83.33333333,20,0,13,9.5,2
2459,120.33,-12.63,0.0,40,2,13,6.25,6
2460,121.88,-13.21,0.0,110,1,13,7.75,17
2461,119.0,-12.1,0.0,160,1,5,9.5,12
2462,0.0,0.0,83.33333333,110,0,20,6.0,4
2463,119.26,-12.21,0.0,180,2,5,8.25,2
2464,0.0,0.0,83.33333333,110,0,18,7.25,5
2465,115.56,-10.61,0.0,30,2,4,2.5,6
2466,120.33,-12.63,0.0,180,1,11,0.75,6
2467,117.33,-11.4,0.0,40,1,17,1.0,17
2468,100.59,-0.58,0.0,170,0,16,7.25,18
2469,120.29,-12.61,0.0,160,2,17,4.25,14
2470,118.25,-11.79,0.0,160,1,13,6.25,14
2471,100.53,-0.52,0.0,190,0,3,5.75,15
2472,120.86,-12.83,0.0,70,2,14,2.75,11
2473,120.53,-12.7,0.0,190,1,5,6.5,11
2474,122.21,-13.33,0.0,130,2,18,4.25,8
2475,121.5,-13.07,0.0,160,2,1,4.75,17
2476,121.22,-12.97,0.0,60,2,12,8.75,14
2477,121.87,-13.2,0.0,100,2,20,7.0,16
2478,0.0,0.0,83.33333333,190,0,3,6.5,9
2479,101.25,-1.2,0.0,80,0,19,7.0,15
2480,120.16,-12.56,0.0,170,2,4,6.0,4
2481,120.46,-12.68,0.0,190,2,1,3.75,14
2482,121.33,-13.01,0.0,40,1,18,9.0,12
2483,100.59,-0.58,0.0,170,0,17,1.25,10
2484,120.13,-12.55,0.0,150,1,7,3.0,8
2485,0.0,0.0,83.33333333,20,0,13,4.75,15
2486,120.0,-12.5,0.0,170,1,4,9.5,1
2487,118.94,-12.08,0.0,120,1,11,5.25,20
2488,121.58,-13.1,0.0,80,1,11,5.0,7
2489,121.0,-12.88,0.0,140,2,8,9.5,18
2490,119.33,-12.24,0.0,110,2,3,0.75,19
2491,120.42,-12.66,0.0,190,2,7,7.0,13
2492,120.85,-12.83,0.0,110,1,15,8.5,5
2493,119.93,-12.47,0.0,190,2,13,2.5,15
2494,101.05,-1.02,0.0,190,0,11,4.5,10
2495,120.12,-12.55,0.0,110,2,9,0.25,4
2496,122.33,-13.37,0.0,40,2,20,4.25,2
2497,0.0,0.0,83.33333333,200,0,16,5.5,3
2498,0.0,0.0,83.33333333,190,0,17,9.75,4
2499,0.0,0.0,83.33333333,80,0,9,1.0,2
2500,0.0,0.0,83.33333333,70,0,2,2.0,13
2501,120.72,-12.78,0.0,120,1,12,1.0,17
2502,121.11,-12.93,0.0,60,1,9,7.0,7
2503,120.97,-12.87,0.0,130,2,14,6.0,16
2504,120.4,-12.66,0.0,150,1,10,3.75,4
2505,100.63,-0.61,0.0,160,0,1,5.0,17
2506,0.0,0.0,83.33333333,20,0,7,7.5,15
2507,118.96,-12.08,0.0,160,1,2,7.25,12
2508,101.67,-1.59,0.0,180,0,8,9.75,19
2509,119.6,-12.34,0.0,150,2,18,0.75,15
2510,122.0,-13.25,0.0,20,1,9,2.0,10
2511,119.51,-12.31,0.0,150,1,7,0.0,5
2512,0.0,0.0,83.33333333,120,0,7,8.25,13
2513,119.56,-12.32,0.0,30,2,4,1.5,5
2514,118.89,-12.06,0.0,30,2,4,9.5,4
2515,118.33,-11.83,0.0,60,2,10,1.5,17
2516,102.86,-2.63,0.0,70,0,19,2.5,19
2517,120.86,-12.83,0.0,140,2,1,4.5,15
2518,0.0,0.0,83.33333333,20,0,2,3.5,19
2519,118.0,-11.69,0.0,10,2,8,2.5,14
2520,100.83,-0.81,0.0,120,0,7,4.0,7
2521,0.0,0.0,83.33333333,40,0,2,3.5,6
2522,120.67,-12.76,0.0,30,1,18,4.25,9
2523,100.77,-0.75,0.0,130,0,4,1.0,3
2524,100.59,-0.58,0.0,170,0,4,0.5,6
2525,117.33,-11.4,0.0,20,1,16,9.25,13
2526,120.15,-12.56,0.0,180,1,2,9.5,12
2527,121.44,-13.05,0.0,120,2,4,5.25,7
2528,119.24,-12.2,0.0,70,1,12,0.75,7
2529,101.33,-1.28,0.0,150,0,18,8.75,15
2530,120.6,-12.73,0.0,100,2,1,5.5,11
2531,119.96,-12.48,0.0,160,2,9,10.0,2
2532,0.0,0.0,83.33333333,30,0,14,8.0,6
2533,0.0,0.0,83.33333333,130,0,10,0.5,19
2534,119.69,-12.38,0.0,150,1,11,9.25,14
2535,120.2,-12.58,0.0,100,2,10,2.0,12
2536,121.52,-13.08,0.0,180,1,3,9.75,11
2537,0.0,0.0,83.33333333,70,0,13,7.75,1
2538,102.0,-1.89,0.0,50,0,20,4.75,10
2539,119.9,-12.46,0.0,140,1,20,1.25,7
2540,120.0,-12.5,0.0,20,1,12,2.0,5
2541,118.2,-11.77,0.0,100,2,1,8.25,6
2542,119.84,-12.44,0.0,170,2,1,5.25,15
2543,0.0,0.0,83.33333333,10,0,18,1.0,8
2544,119.08,-12.13,0.0,130,1,10,1.5,10
2545,119.87,-12.45,0.0,200,2,7,7.5,12
2546,120.89,-12.84,0.0,90,2,20,5.25,13
2547,102.0,-1.89,0.0,100,0,15,0.25,4
2548,0.0,0.0,83.33333333,160,0,13,8.0,13
2549,0.0,0.0,83.33333333,190,0,2,1.75,4
2550,120.67,-12.76,0.0,80,1,8,3.0,13
2551,121.08,-12.91,0.0,160,2,11,4.25,7
2552,119.68,-12.38,0.0,190,2,9,3.25,20
2553,120.0,-12.5,0.0,60,1,5,8.0,9
2554,121.27,-12.99,0.0,110,1,20,1.25,2
2555,100.71,-0.7,0.0,140,0,2,3.0,16
2556,119.63,-12.35,0.0,90,1,19,8.75,5
2557,0.0,0.0,83.33333333,10,0,6,5.25,5
2558,122.81,-13.54,0.0,90,1,8,6.0,8
2559,120.33,-12.63,0.0,20,1,12,7.25,14
2560,119.3,-12.22,0.0,190,2,2,6.0,18
2561,117.78,-11.59,0.0,30,1,2,2.75,6
2562,124.0,-11.26,0.0,150,0,3,0.0,18
2563,105.0,-4.35,0.0,40,0,19,2.5,2
2564,122.0,-13.25,0.0,70,2,4,0.25,14
2565,119.56,-12.32,0.0,60,1,16,9.0,18
2566,101.25,-1.2,0.0,160,0,16,7.0,15
2567,0.0,0.0,83.33333333,120,0,8,5.5,17
2568,100.91,-0.88,0.0,110,0,6,8.0,19
2569,120.22,-12.59,0.0,150,2,11,4.0,12
2570,118.67,-11.97,0.0,100,2,5,0.75,16
2571,0.0,0.0,83.33333333,30,0,9,2.75,15
2572,119.33,-12.24,0.0,170,1,16,1.0,8
2573,100.71,-0.7,0.0,140,0,18,9.75,14
2574,119.83,-12.43,0.0,120,1,12,6.75,12
2575,102.5,-2.33,0.0,40,0,8,1.0,7
2576,102.0,-1.89,0.0,100,0,9,5.25,8
2577,119.37,-12.25,0.0,200,1,10,4.0,17
2578,119.47,-12.29,0.0,50,2,13,8.5,10
2579,119.13,-12.16,0.0,200,1,9,7.0,15
2580,122.19,-13.32,0.0,140,1,11,7.75,15
2581,118.0,-11.69,0.0,10,2,1,2.75,19
2582,120.22,-12.59,0.0,60,1,19,1.0,5
2583,100.56,-0.55,0.0,180,0,6,7.25,10
2584,120.22,-12.59,0.0,30,2,1,4.25,18
2585,119.61,-12.35,0.0,190,1,13,2.25,12
2586,120.58,-12.73,0.0,80,2,19,0.25,12
2587,101.05,-1.02,0.0,190,0,9,3.5,16
2588,120.89,-12.84,0.0,30,2,20,4.0,16
2589,120.97,-12.87,0.0,130,2,7,8.25,4
2590,0.0,0.0,83.33333333,50,0,2,0.75,10
2591,0.0,0.0,83.33333333,100,0,6,9.25,1
2592,0.0,0.0,83.33333333,160,0,17,2.75,4
2593,119.87,-12.45,0.0,50,1,16,1.0,19
2594,120.89,-12.84,0.0,150,2,11,2.25,11
2595,119.5,-12.3,0.0,120,2,16,10.0,10
2596,119.0,-12.1,0.0,20,2,1,9.5,13
2597,0.0,0.0,83.33333333,50,0,4,7.75,14
2598,0.0,0.0,83.33333333,10,0,9,2.0,10
2599,121.61,-13.11,0.0,120,2,1,8.75,5
2600,0.0,0.0,83.33333333,20,0,1,1.0,2
2601,119.27,-12.21,0.0,100,1,10,2.25,8
2602,100.91,-0.88,0.0,110,0,5,7.75,8
2603,100.59,-0.58,0.0,170,0,20,1.75,9
2604,120.88,-12.84,0.0,190,2,5,6.75,10
2605,122.17,-13.31,0.0,40,1,8,8.0,6
2606,119.73,-12.39,0.0,170,1,13,9.5,4
2607,100.91,-0.88,0.0,110,0,2,8.75,6
2608,0.0,0.0,83.33333333,60,0,10,3.5,4
2609,119.84,-12.44,0.0,170,1,2,4.0,17
2610,121.21,-12.96,0.0,160,2,18,6.75,12
2611,119.45,-12.28,0.0,170,2,6,1.75,20
2612,101.0,-0.97,0.0,100,0,13,8.0,13
2613,119.56,-12.32,0.0,60,1,17,4.25,3
2614,118.58,-11.93,0.0,150,1,15,1.5,11
2615,100.71,-0.7,0.0,140,0,18,1.75,4
2616,121.5,-13.07,0.0,80,2,9,0.75,7
2617,0.0,0.0,83.33333333,200,0,14,0.25,20
2618,0.0,0.0,83.33333333,100,0,11,1.75,20
2619,100.63,-0.61,0.0,160,0,2,0.25,11
2620,120.86,-12.83,0.0,70,1,2,5.25,14
2621,101.0,-0.97,0.0,200,0,8,4.0,18
2622,0.0,0.0,83.33333333,140,0,13,7.75,1
2623,100.5,-0.49,0.0,200,0,9,9.5,17
2624,100.53,-0.52,0.0,190,0,4,0.25,14
2625,120.79,-12.8,0.0,160,1,12,5.5,10
2626,120.25,-12.6,0.0,160,1,6,5.0,6
2627,120.0,-12.5,0.0,30,2,5,7.0,18
2628,120.1,-12.54,0.0,70,2,1,1.25,13
2629,119.7,-12.38,0.0,180,1,7,1.75,13
2630,123.67,-13.84,0.0,20,2,1,9.5,11
2631,0.0,0.0,83.33333333,90,0,20,3.75,4
2632,120.22,-12.59,0.0,30,2,3,8.25,12
2633,0.0,0.0,83.33333333,50,0,5,4.5,17
2634,0.0,0.0,83.33333333,60,0,13,3.5,10
2635,120.75,-12.79,0.0,80,1,16,8.75,16
2636,119.63,-12.35,0.0,180,2,7,0.0,1
2637,122.33,-13.37,0.0,20,2,6,7.0,15
2638,119.7,-12.38,0.0,90,1,4,6.25,7
2639,122.67,-13.49,0.0,40,2,1,0.25,11
2640,121.58,-13.1,0.0,80,1,13,9.25,20
2641,118.19,-11.77,0.0,70,1,13,6.5,16
2642,0.0,0.0,83.33333333,190,0,2,5.0,9
2643,0.0,0.0,83.33333333,160,0,18,6.5,16
2644,120.47,-12.68,0.0,100,1,10,9.0,18
2645,119.83,-12.43,0.0,120,2,19,7.75,11
2646,119.52,-12.31,0.0,70,1,15,3.75,10
2647,121.63,-13.12,0.0,180,1,3,3.75,14
2648,101.43,-1.37,0.0,70,0,12,1.5,5
2649,125.0,-7.32,16.66666667,10,2,1,0.0,16
2650,0.0,0.0,83.33333333,50,0,9,5.5,16
2651,100.53,-0.52,0.0,190,0,16,0.5,5
2652,0.0,0.0,83.33333333,40,0,8,9.5,8
2653,120.26,-12.6,0.0,130,2,1,6.25,15
2654,118.42,-11.86,0.0,80,2,11,4.5,1
2655,118.77,-12.01,0.0,200,1,20,7.75,17
2656,119.33,-12.24,0.0,140,2,11,0.0,5
2657,111.67,-12.26,0.0,120,0,4,0.0,9
2658,119.67,-12.37,0.0,60,2,17,3.25,9
2659,121.14,-12.93,0.0,170,1,12,6.25,3
2660,0.0,0.0,83.33333333,200,0,7,9.0,4
2661,121.33,-13.01,0.0,110,1,20,7.5,11
2662,0.0,0.0,83.33333333,120,0,2,5.5,5
2663,120.11,-12.54,0.0,60,1,4,2.25,11
2664,0.0,0.0,83.33333333,130,0,16,4.0,9
2665,103.33,-3.03,0.0,30,0,15,1.75,8
2666,119.92,-12.47,0.0,160,1,3,7.75,12
2667,119.72,-12.39,0.0,190,1,19,1.0,13
2668,0.0,0.0,83.33333333,80,0,8,0.5,17
2669,119.06,-12.13,0.0,170,2,14,3.25,16
2670,119.71,-12.39,0.0,70,1,20,0.25,5
2671,121.11,-12.93,0.0,60,1,17,4.25,17
2672,117.67,-11.55,0.0,40,2,5,4.25,6
2673,101.0,-0.97,0.0,100,0,10,0.5,3
2674,120.06,-12.52,0.0,120,1,6,2.5,20
2675,140.67,-8.22,16.66666667,150,0,1,0.0,20
2676,0.0,0.0,83.33333333,190,0,5,8.5,2
2677,0.0,0.0,83.33333333,120,0,2,3.5,3
2678,121.07,-12.91,0.0,100,2,8,8.25,10
2679,120.7,-12.77,0.0,200,1,19,2.25,8
2680,118.93,-12.07,0.0,100,1,10,5.25,16
2681,119.96,-12.48,0.0,160,2,5,3.75,11
2682,120.31,-12.62,0.0,130,1,20,0.5,12
2683,119.44,-12.28,0.0,120,2,10,0.75,16
2684,0.0,0.0,83.33333333,80,0,11,8.0,14
2685,120.5,-12.69,0.0,80,2,20,4.75,20
2686,121.05,-12.9,0.0,140,2,19,4.25,19
2687,100.77,-0.75,0.0,130,0,1,5.75,14
2688,0.0,0.0,83.33333333,80,0,10,8.5,8
2689,114.67,-10.19,0.0,20,1,20,2.5,10
2690,120.22,-12.59,0.0,60,1,5,9.0,16
2691,0.0,0.0,83.33333333,50,0,6,5.25,1
2692,0.0,0.0,83.33333333,70,0,4,4.75,11
2693,101.0,-0.97,0.0,100,0,5,3.0,11
2694,102.0,-1.89,0.0,200,0,7,3.5,10
2695,100.59,-0.58,0.0,170,0,14,9.25,9
2696,120.39,-12.65,0.0,120,2,2,1.25,4
2697,0.0,0.0,83.33333333,30,0,4,4.0,8
2698,0.0,0.0,83.33333333,60,0,5,3.25,12
2699,0.0,0.0,83.33333333,180,0,12,7.5,19
2700,119.68,-12.38,0.0,190,2,4,10.0,18
2701,119.93,-12.47,0.0,180,1,14,3.0,9
2702,120.56,-12.71,0.0,60,1,17,8.75,18
2703,119.9,-12.46,0.0,140,2,8,2.25,1
2704,121.48,-13.06,0.0,90,2,6,7.0,19
2705,120.26,-12.6,0.0,180,2,11,2.25,9
2706,120.43,-12.67,0.0,140,1,1,3.5,13
2707,0.0,0.0,83.33333333,50,0,15,6.0,17
2708,100.63,-0.61,0.0,160,0,6,8.75,7
2709,121.37,-13.02,0.0,190,1,18,8.5,14
2710,100.63,-0.61,0.0,160,0,1,7.25,13
2711,120.49,-12.69,0.0,190,2,11,9.75,5
2712,122.0,-13.25,0.0,70,1,17,5.0,6
2713,120.9,-12.85,0.0,170,1,14,0.25,5
2714,118.83,-12.03,0.0,80,1,18,1.0,1
2715,119.83,-12.43,0.0,200,2,10,2.75,16
2716,120.0,-12.5,0.0,20,2,8,3.0,5
2717,0.0,0.0,83.33333333,130,0,5,8.0,19
2718,121.5,-13.07,0.0,40,1,1,8.5,18
2719,119.6,-12.34,0.0,50,2,4,1.5,4
2720,118.33,-11.83,0.0,20,2,8,1.75,14
2721,117.11,-11.31,0.0,30,1,18,1.75,19
2722,119.75,-12.4,0.0,160,1,17,1.75,15
2723,105.0,-4.35,0.0,20,0,20,0.0,6
2724,118.87,-12.05,0.0,160,2,19,8.75,15
2725,0.0,0.0,83.33333333,50,0,4,5.5,17
2726,101.05,-1.02,0.0,190,0,1,7.5,3
2727,122.33,-13.37,0.0,40,1,20,0.25,5
2728,120.76,-12.79,0.0,70,1,17,2.5,8
2729,118.78,-12.01,0.0,170,1,13,8.0,4
2730,119.71,-12.39,0.0,140,1,5,1.75,1
2731,119.44,-12.28,0.0,120,2,20,0.0,15
2732,119.74,-12.4,0.0,130,1,1,5.25,18
2733,0.0,0.0,83.33333333,130,0,19,7.0,14
2734,0.0,0.0,83.33333333,70,0,10,7.0,13
2735,119.82,-12.43,0.0,110,2,5,7.5,17
2736,119.1,-12.14,0.0,140,1,17,4.75,9
2737,0.0,0.0,83.33333333,40,0,10,9.25,13
2738,119.85,-12.44,0.0,180,2,9,6.25,3
2739,102.0,-1.89,0.0,50,0,12,0.5,3
2740,0.0,0.0,83.33333333,40,0,10,2.0,12
2741,101.43,-1.37,0.0,140,0,20,8.25,13
2742,102.5,-2.33,0.0,120,0,12,1.75,17
2743,119.76,-12.4,0.0,110,1,14,1.0,4
2744,100.63,-0.61,0.0,160,0,15,1.25,8
2745,0.0,0.0,83.33333333,160,0,19,3.5,19
2746,119.83,-12.43,0.0,80,1,5,5.0,19
2747,0.0,0.0,83.33333333,150,0,17,3.0,16
2748,118.92,-12.07,0.0,80,1,2,1.25,12
2749,101.11,-1.08,0.0,180,0,20,4.5,9
2750,101.67,-1.59,0.0,60,0,20,0.0,8
2751,123.33,-13.73,0.0,10,1,6,9.25,19
2752,120.0,-12.5,0.0,30,1,14,3.5,14
2753,119.67,-12.37,0.0,20,1,12,9.5,10
2754,120.5,-12.69,0.0,40,2,12,9.0,10
2755,119.5,-12.3,0.0,40,1,4,3.25,4
2756,123.33,-13.73,0.0,10,1,13,0.75,8
2757,121.56,-13.09,0.0,120,1,7,0.25,4
2758,0.0,0.0,83.33333333,30,0,15,0.0,13
2759,120.79,-12.8,0.0,110,1,9,6.0,11
2760,120.15,-12.56,0.0,90,2,12,6.5,15
2761,120.2,-12.58,0.0,100,2,9,4.75,14
2762,122.61,-13.47,0.0,110,1,17,2.25,10
2763,120.6,-12.73,0.0,100,2,16,6.25,12
2764,0.0,0.0,83.33333333,70,0,1,8.25,18
2765,0.0,0.0,83.33333333,20,0,13,1.75,13
2766,119.54,-12.32,0.0,190,1,17,5.25,11
2767,121.11,-12.93,0.0,90,1,20,1.25,9
2768,0.0,0.0,83.33333333,90,0,9,8.0,10
2769,119.83,-12.43,0.0,80,1,17,5.5,3
2770,121.33,-13.01,0.0,90,1,19,2.5,10
2771,0.0,0.0,83.33333333,200,0,5,7.25,4
2772,118.63,-11.95,0.0,170,1,1,2.75,16
2773,118.67,-11.97,0.0,10,1,17,5.25,11
2774,120.87,-12.84,0.0,130,2,3,1.5,4
2775,119.85,-12.44,0.0,90,2,5,9.25,7
2776,116.67,-11.11,0.0,10,2,5,2.5,11
2777,118.26,-11.8,0.0,130,1,10,0.75,18
2778,122.67,-13.49,0.0,80,2,7,1.0,5
2779,124.0,-13.95,0.0,10,2,5,2.0,15
2780,120.33,-12.63,0.0,20,2,19,9.75,6
2781,0.0,0.0,83.33333333,140,0,8,1.75,10
2782,119.73,-12.4,0.0,50,2,8,9.5,11
2783,118.79,-12.02,0.0,110,1,9,9.5,5
2784,100.5,-0.49,0.0,200,0,12,3.0,18
2785,120.44,-12.67,0.0,30,2,3,8.25,11
2786,118.67,-11.97,0.0,20,1,8,8.25,19
2787,120.76,-12.79,0.0,150,1,12,4.5,15
2788,0.0,0.0,83.33333333,70,0,18,2.75,8
2789,0.0,0.0,83.33333333,60,0,16,8.75,6
2790,0.0,0.0,83.33333333,10,0,7,10.0,15
2791,120.35,-12.64,0.0,170,1,12,1.5,1
2792,121.02,-12.89,0.0,170,1,6,4.0,3
2793,119.73,-12.4,0.0,50,2,12,2.75,12
2794,120.14,-12.55,0.0,190,2,2,5.0,9
2795,120.04,-12.52,0.0,170,2,19,9.25,19
2796,121.7,-13.14,0.0,90,1,1,1.25,4
2797,0.0,0.0,83.33333333,120,0,9,5.0,2
2798,0.0,0.0,83.33333333,80,0,6,6.0,11
2799,120.89,-12.84,0.0,150,1,19,0.75,19
2800,119.44,-12.28,0.0,120,1,1,10.0,13
2801,103.33,-3.03,0.0,30,0,2,9.25,16
2802,0.0,0.0,83.33333333,60,0,19,0.75,10
2803,120.22,-12.59,0.0,120,1,2,6.0,7
2804,120.48,-12.69,0.0,110,2,10,10.0,18
2805,121.33,-13.01,0.0,150,1,6,0.5,1
2806,120.83,-12.82,0.0,120,1,19,8.0,11
2807,120.89,-12.84,0.0,120,2,5,6.5,10
2808,0.0,0.0,83.33333333,140,0,18,2.75,11
2809,119.76,-12.4,0.0,110,1,14,2.75,11
2810,0.0,0.0,83.33333333,60,0,2,5.75,3
2811,0.0,0.0,83.33333333,120,0,10,3.5,16
2812,112.0,-8.82,0.0,10,1,3,3.5,7
2813,120.3,-12.62,0.0,90,1,20,4.0,20
2814,0.0,0.0,83.33333333,200,0,4,6.0,17
2815,118.44,-11.87,0.0,180,2,7,3.25,19
2816,100.83,-0.81,0.0,120,0,9,4.25,18
2817,0.0,0.0,83.33333333,160,0,12,8.5,15
2818,0.0,0.0,83.33333333,60,0,2,4.5,13
2819,120.72,-12.78,0.0,130,2,1,9.5,2
2820,120.27,-12.6,0.0,50,1,14,3.0,8
2821,119.69,-12.38,0.0,170,2,2,3.5,3
2822,120.67,-12.76,0.0,110,2,5,1.25,9
2823,120.26,-12.6,0.0,130,2,7,8.5,20
2824,121.11,-12.93,0.0,30,1,16,6.0,8
2825,117.75,-11.58,0.0,80,2,19,3.25,15
2826,121.67,-13.13,0.0,80,1,5,5.0,8
2827,121.11,-12.93,0.0,60,1,3,0.5,19
2828,119.67,-12.37,0.0,40,1,15,8.0,7
2829,101.25,-1.2,0.0,80,0,11,9.75,2
2830,120.41,-12.66,0.0,130,2,11,3.5,9
2831,119.27,-12.21,0.0,100,2,16,6.5,18
2832,0.0,0.0,83.33333333,160,0,19,7.0,3
2833,119.67,-12.37,0.0,120,2,14,8.0,16
2834,0.0,0.0,83.33333333,30,0,14,8.25,16
2835,119.95,-12.48,0.0,130,1,2,4.5,19
2836,120.0,-12.5,0.0,20,2,14,9.5,9
2837,120.5,-12.69,0.0,160,1,19,7.0,17
2838,120.12,-12.55,0.0,170,1,15,1.0,16
2839,120.44,-12.67,0.0,60,2,1,7.0,16
2840,119.47,-12.29,0.0,190,2,3,9.75,9
2841,119.38,-12.26,0.0,140,2,11,8.5,13
2842,123.33,-13.73,0.0,10,2,16,6.0,11
2843,120.33,-12.63,0.0,200,2,6,3.5,19
2844,119.24,-12.2,0.0,150,2,18,8.0,10
2845,119.94,-12.48,0.0,110,2,19,6.75,10
2846,121.0,-12.88,0.0,20,1,3,3.5,2
2847,0.0,0.0,83.33333333,150,0,16,2.25,16
2848,120.78,-12.8,0.0,170,2,5,9.75,20
2849,118.1,-11.73,0.0,70,2,9,4.25,16
2850,121.9,-13.22,0.0,130,2,14,9.25,18
2851,118.67,-11.97,0.0,70,2,8,9.5,3
2852,121.57,-13.5,0.0,180,1,5,0.0,11
2853,120.94,-12.86,0.0,120,1,8,8.75,15
2854,120.0,-12.5,0.0,10,2,18,0.0,3
2855,120.28,-12.61,0.0,120,1,5,1.75,5
2856,120.33,-12.63,0.0,20,1,11,5.25,7
