,MRE-,ACC+,PRED40+,N_estimators,criterion,Min_sample_leaves,Min_impurity_decrease,Max_depth
2321,100.0,0.0,37.5,160,0,13,6.75,18
2322,75.11,7.11,0.0,140,1,8,4.75,14
2323,64.14,10.57,25.0,20,1,12,5.75,13
2324,69.91,8.73,25.0,130,1,16,1.25,14
2325,72.0,8.07,25.0,130,2,12,7.25,1
2326,100.0,0.0,37.5,190,0,8,5.75,16
2327,76.32,6.74,0.0,20,1,20,3.5,8
2328,73.4,7.64,25.0,190,1,19,8.5,15
2329,75.57,6.97,0.0,130,1,20,4.25,17
2330,72.26,7.99,25.0,80,1,15,10.0,4
2331,77.85,6.28,0.0,10,2,18,1.5,10
2332,100.0,0.0,37.5,170,0,11,5.0,4
2333,74.67,7.24,25.0,60,1,8,3.75,3
2334,76.64,6.64,0.0,160,2,15,7.75,14
2335,77.6,6.35,0.0,80,1,2,8.5,17
2336,79.5,5.78,0.0,20,2,1,7.25,14
2337,73.9,7.48,25.0,50,2,13,5.25,12
2338,73.48,7.61,25.0,120,1,1,4.0,5
2339,100.0,0.0,37.5,70,0,7,2.25,4
2340,73.81,7.51,25.0,140,1,11,6.0,14
2341,73.25,7.68,25.0,90,1,1,4.75,11
2342,73.63,8.9,25.0,50,2,1,4.25,10
2343,100.0,0.0,37.5,100,0,19,4.25,17
2344,72.81,7.82,25.0,20,2,8,8.5,20
2345,100.0,0.0,37.5,140,0,12,2.75,12
2346,100.0,0.0,37.5,10,0,9,9.25,2
2347,73.96,7.46,25.0,80,2,8,2.5,10
2348,75.66,6.94,0.0,20,1,4,6.25,2
2349,73.9,7.48,25.0,20,1,14,5.75,5
2350,74.2,7.39,25.0,60,2,14,1.0,10
2351,75.06,7.12,0.0,170,1,2,4.5,11
2352,73.72,7.54,25.0,180,1,18,5.75,2
2353,100.0,0.0,37.5,20,0,12,7.75,2
2354,74.03,7.44,25.0,70,2,12,1.75,10
2355,72.2,8.01,25.0,180,2,6,6.5,1
2356,99.54,0.12,0.0,180,0,14,8.75,10
2357,100.0,0.0,37.5,120,0,4,2.5,7
2358,74.34,7.34,25.0,30,1,17,3.25,3
2359,72.58,7.89,25.0,200,2,9,3.25,20
2360,74.55,7.28,25.0,160,1,11,4.25,3
2361,100.0,0.0,37.5,20,0,10,9.75,3
2362,100.0,0.0,37.5,180,0,13,5.5,1
2363,75.46,7.0,0.0,110,1,9,5.75,2
2364,100.0,0.0,37.5,40,0,14,2.5,1
2365,100.0,0.0,37.5,80,0,13,3.25,6
2366,73.73,7.53,25.0,140,1,9,0.25,16
2367,77.08,6.51,0.0,20,1,9,9.75,10
2368,75.48,7.0,0.0,200,1,20,2.75,11
2369,72.32,7.97,25.0,50,2,17,7.0,5
2370,99.72,0.07,0.0,150,0,16,6.5,20
2371,99.62,0.1,0.0,110,0,16,4.75,17
2372,69.01,9.01,25.0,30,2,20,1.5,10
2373,62.72,11.04,25.0,10,2,18,1.5,4
2374,74.47,7.31,25.0,190,1,12,1.25,9
2375,70.58,10.89,25.0,100,2,3,1.25,11
2376,100.0,0.0,37.5,170,0,8,10.0,8
2377,65.86,10.02,25.0,30,1,10,0.0,10
2378,72.98,7.77,25.0,140,1,13,6.25,9
2379,74.16,7.4,25.0,190,2,6,4.0,19
2380,73.58,6.97,25.0,130,2,1,6.0,17
2381,74.73,7.23,25.0,40,1,15,6.5,3
2382,99.74,0.07,0.0,160,0,8,9.25,2
2383,73.03,7.75,25.0,130,2,12,1.25,2
2384,100.0,0.0,37.5,150,0,7,6.0,13
2385,71.87,8.11,25.0,190,1,13,6.5,17
2386,71.62,8.19,25.0,120,2,5,8.25,12
2387,71.99,8.07,25.0,70,1,10,0.0,8
2388,74.77,7.21,25.0,200,1,4,5.25,20
2389,73.25,7.68,25.0,110,2,15,6.5,7
2390,100.0,0.0,37.5,60,0,16,5.0,5
2391,99.77,0.06,0.0,180,0,2,5.0,7
2392,100.0,0.0,37.5,170,0,8,0.0,12
2393,100.0,0.0,37.5,190,0,6,5.75,19
2394,100.0,0.0,37.5,160,0,15,10.0,7
2395,76.68,6.63,0.0,30,2,4,5.5,2
2396,100.0,0.0,37.5,40,0,1,6.5,14
2397,74.78,7.21,25.0,30,2,8,5.25,1
2398,79.61,5.75,0.0,10,2,1,9.0,18
2399,100.0,0.0,37.5,60,0,11,4.75,16
2400,69.96,8.71,25.0,60,2,13,3.5,14
2401,99.79,0.06,0.0,200,0,6,5.25,12
2402,67.76,9.4,25.0,10,1,12,7.0,17
2403,74.95,7.16,25.0,170,2,15,1.0,20
2404,100.0,0.0,37.5,80,0,16,4.5,18
2405,73.18,7.7,25.0,130,2,20,8.75,2
2406,70.18,8.64,25.0,70,1,1,2.5,12
2407,72.56,7.9,25.0,140,1,7,10.0,11
2408,72.72,7.84,25.0,180,1,10,0.0,15
2409,72.48,7.92,25.0,120,2,7,3.75,5
2410,75.55,6.98,0.0,120,2,14,3.25,5
2411,100.0,0.0,37.5,150,0,5,7.0,14
2412,100.0,0.0,37.5,20,0,12,3.25,9
2413,73.08,7.74,25.0,90,2,3,5.5,1
2414,76.47,6.69,0.0,100,1,7,5.25,13
2415,100.0,0.0,37.5,20,0,8,7.5,17
2416,71.49,8.23,25.0,100,2,1,8.0,3
2417,100.0,0.0,37.5,120,0,4,5.25,7
2418,100.0,0.0,37.5,200,0,2,7.75,3
2419,77.28,5.56,0.0,70,2,2,4.0,1
2420,74.56,7.28,25.0,90,2,12,0.25,17
2421,72.08,8.05,25.0,60,2,11,5.5,20
2422,74.18,7.39,25.0,110,1,10,1.25,15
2423,75.08,7.12,0.0,130,2,13,2.75,19
2424,100.0,0.0,37.5,180,0,1,7.75,16
2425,100.0,0.0,37.5,50,0,8,8.5,10
2426,78.95,5.95,0.0,30,1,18,7.5,3
2427,74.88,7.18,25.0,90,1,12,7.25,8
2428,100.0,0.0,37.5,170,0,4,5.0,8
2429,73.76,7.52,25.0,140,2,19,0.75,17
2430,76.7,6.63,0.0,80,1,19,9.25,5
2431,72.51,7.91,25.0,140,2,2,10.0,3
2432,100.0,0.0,37.5,40,0,12,8.0,12
2433,99.48,0.14,0.0,80,0,4,9.0,7
2434,73.87,7.49,25.0,150,2,11,6.0,4
2435,100.0,0.0,37.5,10,0,17,0.75,17
2436,100.0,0.0,37.5,10,0,14,4.25,5
2437,71.45,8.24,25.0,160,1,15,7.75,1
2438,73.8,7.51,25.0,130,1,12,7.0,10
2439,74.75,7.82,25.0,130,2,2,4.5,18
2440,100.0,0.0,37.5,100,0,14,5.25,16
2441,100.0,0.0,37.5,10,0,2,2.5,8
2442,100.0,0.0,37.5,30,0,17,1.25,1
2443,72.81,7.82,25.0,160,1,12,9.75,17
2444,76.4,6.71,0.0,50,2,15,0.0,7
2445,74.38,7.33,25.0,110,1,12,0.5,1
2446,100.0,0.0,37.5,70,0,20,6.5,15
2447,74.6,7.27,25.0,190,2,7,7.25,15
2448,73.68,7.55,25.0,100,2,10,7.0,10
2449,74.62,6.6,25.0,180,1,5,0.75,3
2450,74.78,7.21,25.0,160,2,11,4.0,2
2451,99.62,0.1,0.0,110,0,9,2.75,14
2452,74.07,7.43,25.0,40,1,8,0.25,9
2453,73.9,7.48,25.0,150,1,7,8.25,12
2454,100.0,0.0,37.5,80,0,8,7.5,13
2455,100.0,0.0,37.5,140,0,16,0.75,9
2456,76.13,6.8,0.0,60,1,3,1.25,9
2457,73.22,7.69,25.0,160,1,16,6.75,2
2458,100.0,0.0,37.5,20,0,13,9.5,2
2459,64.86,10.34,25.0,40,2,13,6.25,6
2460,73.74,7.53,25.0,110,1,13,7.75,17
2461,72.55,7.9,25.0,160,1,5,9.5,12
2462,100.0,0.0,37.5,110,0,20,6.0,4
2463,72.89,7.79,25.0,180,2,5,8.25,2
2464,99.62,0.1,0.0,110,0,18,7.25,5
2465,74.06,-1.39,12.5,30,2,4,2.5,6
2466,75.3,7.05,0.0,180,1,11,0.75,6
2467,73.85,7.5,25.0,40,1,17,1.0,17
2468,100.0,0.0,37.5,170,0,16,7.25,18
2469,73.7,7.54,25.0,160,2,17,4.25,14
2470,73.7,7.54,25.0,160,1,13,6.25,14
2471,99.78,0.06,0.0,190,0,3,5.75,15
2472,70.71,8.47,25.0,70,2,14,2.75,11
2473,75.82,6.89,0.0,190,1,5,6.5,11
2474,72.86,7.8,25.0,130,2,18,4.25,8
2475,75.73,7.92,0.0,160,2,1,4.75,17
2476,75.15,7.1,0.0,60,2,12,8.75,14
2477,72.94,7.78,25.0,100,2,20,7.0,16
2478,100.0,0.0,37.5,190,0,3,6.5,9
2479,100.0,0.0,37.5,80,0,19,7.0,15
2480,72.83,7.81,25.0,170,2,4,6.0,4
2481,74.9,8.93,12.5,190,2,1,3.75,14
2482,76.21,6.77,0.0,40,1,18,9.0,12
2483,100.0,0.0,37.5,170,0,17,1.25,10
2484,73.98,7.46,25.0,150,1,7,3.0,8
2485,100.0,0.0,37.5,20,0,13,4.75,15
2486,73.21,7.69,25.0,170,1,4,9.5,1
2487,72.73,7.84,25.0,120,1,11,5.25,20
2488,72.59,7.89,25.0,80,1,11,5.0,7
2489,72.6,7.88,25.0,140,2,8,9.5,18
2490,70.05,16.7,25.0,110,2,3,0.75,19
2491,73.81,7.51,25.0,190,2,7,7.0,13
2492,73.13,7.72,25.0,110,1,15,8.5,5
2493,74.04,7.44,25.0,190,2,13,2.5,15
2494,99.78,0.06,0.0,190,0,11,4.5,10
2495,72.05,8.05,25.0,110,2,9,0.25,4
2496,77.08,6.51,0.0,40,2,20,4.25,2
2497,100.0,0.0,37.5,200,0,16,5.5,3
2498,100.0,0.0,37.5,190,0,17,9.75,4
2499,100.0,0.0,37.5,80,0,9,1.0,2
2500,100.0,0.0,37.5,70,0,2,2.0,13
2501,74.31,7.36,25.0,120,1,12,1.0,17
2502,70.8,8.45,25.0,60,1,9,7.0,7
2503,75.12,7.11,0.0,130,2,14,6.0,16
2504,74.66,7.25,25.0,150,1,10,3.75,4
2505,100.0,0.0,37.5,160,0,1,5.0,17
2506,100.0,0.0,37.5,20,0,7,7.5,15
2507,70.23,8.62,25.0,160,1,2,7.25,12
2508,99.77,0.06,0.0,180,0,8,9.75,19
2509,75.95,6.85,0.0,150,2,18,0.75,15
2510,76.97,6.54,0.0,20,1,9,2.0,10
2511,74.19,7.52,25.0,150,1,7,0.0,5
2512,100.0,0.0,37.5,120,0,7,8.25,13
2513,70.5,10.47,25.0,30,2,4,1.5,5
2514,74.56,7.28,25.0,30,2,4,9.5,4
2515,68.31,9.23,25.0,60,2,10,1.5,17
2516,100.0,0.0,37.5,70,0,19,2.5,19
2517,74.07,7.63,25.0,140,2,1,4.5,15
2518,100.0,0.0,37.5,20,0,2,3.5,19
2519,68.2,9.27,25.0,10,2,8,2.5,14
2520,100.0,0.0,37.5,120,0,7,4.0,7
2521,100.0,0.0,37.5,40,0,2,3.5,6
2522,70.91,8.41,25.0,30,1,18,4.25,9
2523,100.0,0.0,37.5,130,0,4,1.0,3
2524,96.08,1.31,25.0,170,0,4,0.5,6
2525,77.19,6.48,0.0,20,1,16,9.25,13
2526,71.04,8.37,25.0,180,1,2,9.5,12
2527,72.57,7.89,25.0,120,2,4,5.25,7
2528,74.12,7.41,25.0,70,1,12,0.75,7
2529,100.0,0.0,37.5,150,0,18,8.75,15
2530,78.76,6.0,0.0,100,2,1,5.5,11
2531,75.15,7.1,0.0,160,2,9,10.0,2
2532,100.0,0.0,37.5,30,0,14,8.0,6
2533,100.0,0.0,37.5,130,0,10,0.5,19
2534,72.88,7.8,25.0,150,1,11,9.25,14
2535,71.43,8.25,25.0,100,2,10,2.0,12
2536,74.0,7.45,25.0,180,1,3,9.75,11
2537,100.0,0.0,37.5,70,0,13,7.75,1
2538,100.0,0.0,37.5,50,0,20,4.75,10
2539,75.67,6.94,0.0,140,1,20,1.25,7
2540,82.02,5.04,0.0,20,1,12,2.0,5
2541,75.7,6.93,0.0,100,2,1,8.25,6
2542,73.58,8.71,25.0,170,2,1,5.25,15
2543,100.0,0.0,37.5,10,0,18,1.0,8
2544,76.06,6.82,0.0,130,1,10,1.5,10
2545,74.2,7.39,25.0,200,2,7,7.5,12
2546,75.17,7.09,0.0,90,2,20,5.25,13
2547,100.0,0.0,37.5,100,0,15,0.25,4
2548,100.0,0.0,37.5,160,0,13,8.0,13
2549,99.78,0.06,0.0,190,0,2,1.75,4
2550,73.77,7.52,25.0,80,1,8,3.0,13
2551,70.46,8.55,25.0,160,2,11,4.25,7
2552,74.26,7.37,25.0,190,2,9,3.25,20
2553,73.32,7.66,25.0,60,1,5,8.0,9
2554,72.53,7.91,25.0,110,1,20,1.25,2
2555,100.0,0.0,37.5,140,0,2,3.0,16
2556,71.71,8.16,25.0,90,1,19,8.75,5
2557,100.0,0.0,37.5,10,0,6,5.25,5
2558,72.83,7.81,25.0,90,1,8,6.0,8
2559,76.75,6.61,0.0,20,1,12,7.25,14
2560,73.42,7.63,25.0,190,2,2,6.0,18
2561,73.98,7.46,25.0,30,1,2,2.75,6
2562,77.28,4.37,12.5,150,0,3,0.0,18
2563,100.0,0.0,37.5,40,0,19,2.5,2
2564,66.33,9.8,25.0,70,2,4,0.25,14
2565,72.4,7.94,25.0,60,1,16,9.0,18
2566,100.0,0.0,37.5,160,0,16,7.0,15
2567,100.0,0.0,37.5,120,0,8,5.5,17
2568,100.0,0.0,37.5,110,0,6,8.0,19
2569,75.42,7.01,0.0,150,2,11,4.0,12
2570,69.73,7.17,25.0,100,2,5,0.75,16
2571,100.0,0.0,37.5,30,0,9,2.75,15
2572,72.78,7.83,25.0,170,1,16,1.0,8
2573,100.0,0.0,37.5,140,0,18,9.75,14
2574,74.27,7.37,25.0,120,1,12,6.75,12
2575,100.0,0.0,37.5,40,0,8,1.0,7
2576,100.0,0.0,37.5,100,0,9,5.25,8
2577,74.84,7.19,25.0,200,1,10,4.0,17
2578,75.09,7.12,0.0,50,2,13,8.5,10
2579,70.91,8.41,25.0,200,1,9,7.0,15
2580,72.89,7.79,25.0,140,1,11,7.75,15
2581,79.99,14.89,12.5,10,2,1,2.75,19
2582,74.05,7.43,25.0,60,1,19,1.0,5
2583,99.77,0.06,0.0,180,0,6,7.25,10
2584,72.5,9.56,25.0,30,2,1,4.25,18
2585,76.0,6.84,0.0,190,1,13,2.25,12
2586,73.33,7.66,25.0,80,2,19,0.25,12
2587,100.0,0.0,37.5,190,0,9,3.5,16
2588,71.93,8.09,25.0,30,2,20,4.0,16
2589,75.17,7.09,0.0,130,2,7,8.25,4
2590,100.0,0.0,37.5,50,0,2,0.75,10
2591,100.0,0.0,37.5,100,0,6,9.25,1
2592,100.0,0.0,37.5,160,0,17,2.75,4
2593,76.45,6.7,0.0,50,1,16,1.0,19
2594,73.63,7.57,25.0,150,2,11,2.25,11
2595,76.3,6.75,0.0,120,2,16,10.0,10
2596,69.19,8.95,25.0,20,2,1,9.5,13
2597,100.0,0.0,37.5,50,0,4,7.75,14
2598,100.0,0.0,37.5,10,0,9,2.0,10
2599,72.48,7.92,25.0,120,2,1,8.75,5
2600,100.0,0.0,37.5,20,0,1,1.0,2
2601,74.82,7.2,25.0,100,1,10,2.25,8
2602,99.62,0.1,0.0,110,0,5,7.75,8
2603,99.75,0.07,0.0,170,0,20,1.75,9
2604,73.55,7.59,25.0,190,2,5,6.75,10
2605,76.86,6.58,0.0,40,1,8,8.0,6
2606,73.75,7.53,25.0,170,1,13,9.5,4
2607,100.0,0.0,37.5,110,0,2,8.75,6
2608,100.0,0.0,37.5,60,0,10,3.5,4
2609,73.52,7.6,25.0,170,1,2,4.0,17
2610,73.08,7.73,25.0,160,2,18,6.75,12
2611,75.35,7.69,12.5,170,2,6,1.75,20
2612,100.0,0.0,37.5,100,0,13,8.0,13
2613,73.54,7.59,25.0,60,1,17,4.25,3
2614,73.96,7.46,25.0,150,1,15,1.5,11
2615,99.7,0.08,0.0,140,0,18,1.75,4
2616,75.27,7.06,0.0,80,2,9,0.75,7
2617,100.0,0.0,37.5,200,0,14,0.25,20
2618,100.0,0.0,37.5,100,0,11,1.75,20
2619,93.59,6.22,0.0,160,0,2,0.25,11
2620,72.09,8.04,25.0,70,1,2,5.25,14
2621,99.79,0.06,0.0,200,0,8,4.0,18
2622,100.0,0.0,37.5,140,0,13,7.75,1
2623,100.0,0.0,37.5,200,0,9,9.5,17
2624,99.21,-0.06,0.0,190,0,4,0.25,14
2625,75.23,7.07,0.0,160,1,12,5.5,10
2626,74.7,7.24,25.0,160,1,6,5.0,6
2627,75.8,6.9,0.0,30,2,5,7.0,18
2628,81.1,11.48,12.5,70,2,1,1.25,13
2629,76.58,6.66,0.0,180,1,7,1.75,13
2630,66.78,9.72,25.0,20,2,1,9.5,11
2631,100.0,0.0,37.5,90,0,20,3.75,4
2632,71.05,8.37,25.0,30,2,3,8.25,12
2633,98.33,0.45,0.0,50,0,5,4.5,17
2634,100.0,0.0,37.5,60,0,13,3.5,10
2635,76.1,6.81,0.0,80,1,16,8.75,16
2636,75.05,5.56,25.0,180,2,7,0.0,1
2637,68.09,9.3,25.0,20,2,6,7.0,15
2638,72.22,8.0,25.0,90,1,4,6.25,7
2639,77.88,20.74,37.5,40,2,1,0.25,11
2640,73.82,7.5,25.0,80,1,13,9.25,20
2641,72.37,7.95,25.0,70,1,13,6.5,16
2642,100.0,0.0,37.5,190,0,2,5.0,9
2643,100.0,0.0,37.5,160,0,18,6.5,16
2644,76.64,6.64,0.0,100,1,10,9.0,18
2645,72.99,7.76,25.0,120,2,19,7.75,11
2646,72.81,7.82,25.0,70,1,15,3.75,10
2647,74.09,7.42,25.0,180,1,3,3.75,14
2648,98.81,0.32,0.0,70,0,12,1.5,5
2649,85.0,-5.33,25.0,10,2,1,0.0,16
2650,100.0,0.0,37.5,50,0,9,5.5,16
2651,100.0,0.0,37.5,190,0,16,0.5,5
2652,100.0,0.0,37.5,40,0,8,9.5,8
2653,76.32,6.74,0.0,130,2,1,6.25,15
2654,73.16,7.71,25.0,80,2,11,4.5,1
2655,75.33,7.04,0.0,200,1,20,7.75,17
2656,76.24,6.77,0.0,140,2,11,0.0,5
2657,88.09,-1.78,0.0,120,0,4,0.0,9
2658,77.6,6.35,0.0,60,2,17,3.25,9
2659,73.53,7.59,25.0,170,1,12,6.25,3
2660,99.79,0.06,0.0,200,0,7,9.0,4
2661,73.03,7.75,25.0,110,1,20,7.5,11
2662,100.0,0.0,37.5,120,0,2,5.5,5
2663,75.07,7.12,0.0,60,1,4,2.25,11
2664,100.0,0.0,37.5,130,0,16,4.0,9
2665,100.0,0.0,37.5,30,0,15,1.75,8
2666,72.53,7.9,25.0,160,1,3,7.75,12
2667,73.74,7.53,25.0,190,1,19,1.0,13
2668,99.48,0.14,0.0,80,0,8,0.5,17
2669,74.39,7.33,25.0,170,2,14,3.25,16
2670,74.4,7.33,25.0,70,1,20,0.25,5
2671,76.06,6.82,0.0,60,1,17,4.25,17
2672,78.4,6.11,0.0,40,2,5,4.25,6
2673,99.58,0.11,0.0,100,0,10,0.5,3
2674,73.14,7.72,25.0,120,1,6,2.5,20
2675,66.56,5.21,25.0,150,0,1,0.0,20
2676,99.78,0.06,0.0,190,0,5,8.5,2
2677,100.0,0.0,37.5,120,0,2,3.5,3
2678,72.48,7.92,25.0,100,2,8,8.25,10
2679,74.45,7.31,25.0,200,1,19,2.25,8
2680,75.81,6.9,0.0,100,1,10,5.25,16
2681,73.88,7.49,25.0,160,2,5,3.75,11
2682,73.72,7.54,25.0,130,1,20,0.5,12
2683,73.46,7.61,25.0,120,2,10,0.75,16
2684,100.0,0.0,37.5,80,0,11,8.0,14
2685,74.15,7.4,25.0,80,2,20,4.75,20
2686,75.91,6.87,0.0,140,2,19,4.25,19
2687,100.0,0.0,37.5,130,0,1,5.75,14
2688,99.48,0.14,0.0,80,0,10,8.5,8
2689,75.66,6.94,0.0,20,1,20,2.5,10
2690,75.04,7.13,0.0,60,1,5,9.0,16
2691,100.0,0.0,37.5,50,0,6,5.25,1
2692,100.0,0.0,37.5,70,0,4,4.75,11
2693,99.58,0.11,0.0,100,0,5,3.0,11
2694,100.0,0.0,37.5,200,0,7,3.5,10
2695,99.75,0.07,0.0,170,0,14,9.25,9
2696,75.09,10.55,12.5,120,2,2,1.25,4
2697,100.0,0.0,37.5,30,0,4,4.0,8
2698,100.0,0.0,37.5,60,0,5,3.25,12
2699,99.77,0.06,0.0,180,0,12,7.5,19
2700,73.73,7.53,25.0,190,2,4,10.0,18
2701,73.32,7.66,25.0,180,1,14,3.0,9
2702,72.19,8.01,25.0,60,1,17,8.75,18
2703,74.69,7.24,25.0,140,2,8,2.25,1
2704,73.54,7.59,25.0,90,2,6,7.0,19
2705,73.76,7.52,25.0,180,2,11,2.25,9
2706,74.03,7.44,25.0,140,1,1,3.5,13
2707,100.0,0.0,37.5,50,0,15,6.0,17
2708,100.0,0.0,37.5,160,0,6,8.75,7
2709,71.7,8.16,25.0,190,1,18,8.5,14
2710,100.0,0.0,37.5,160,0,1,7.25,13
2711,73.58,7.58,25.0,190,2,11,9.75,5
2712,71.46,8.24,25.0,70,1,17,5.0,6
2713,73.72,7.54,25.0,170,1,14,0.25,5
2714,71.11,8.35,25.0,80,1,18,1.0,1
2715,74.27,7.37,25.0,200,2,10,2.75,16
2716,62.83,11.0,25.0,20,2,8,3.0,5
2717,100.0,0.0,37.5,130,0,5,8.0,19
2718,72.53,7.9,25.0,40,1,1,8.5,18
2719,69.47,8.7,25.0,50,2,4,1.5,4
2720,73.9,7.48,25.0,20,2,8,1.75,14
2721,69.88,8.73,25.0,30,1,18,1.75,19
2722,73.85,7.5,25.0,160,1,17,1.75,15
2723,100.0,0.0,37.5,20,0,20,0.0,6
2724,74.01,7.45,25.0,160,2,19,8.75,15
2725,100.0,0.0,37.5,50,0,4,5.5,17
2726,100.0,0.0,37.5,190,0,1,7.5,3
2727,74.56,7.28,25.0,40,1,20,0.25,5
2728,72.62,7.88,25.0,70,1,17,2.5,8
2729,73.04,7.75,25.0,170,1,13,8.0,4
2730,75.2,7.08,0.0,140,1,5,1.75,1
2731,71.07,8.36,25.0,120,2,20,0.0,15
2732,75.59,6.96,0.0,130,1,1,5.25,18
2733,100.0,0.0,37.5,130,0,19,7.0,14
2734,100.0,0.0,37.5,70,0,10,7.0,13
2735,72.77,7.83,25.0,110,2,5,7.5,17
2736,70.88,8.42,25.0,140,1,17,4.75,9
2737,100.0,0.0,37.5,40,0,10,9.25,13
2738,70.02,8.69,25.0,180,2,9,6.25,3
2739,100.0,0.0,37.5,50,0,12,0.5,3
2740,100.0,0.0,37.5,40,0,10,2.0,12
2741,99.7,0.08,0.0,140,0,20,8.25,13
2742,100.0,0.0,37.5,120,0,12,1.75,17
2743,76.42,6.71,0.0,110,1,14,1.0,4
2744,100.0,0.0,37.5,160,0,15,1.25,8
2745,100.0,0.0,37.5,160,0,19,3.5,19
2746,74.86,7.18,25.0,80,1,5,5.0,19
2747,100.0,0.0,37.5,150,0,17,3.0,16
2748,73.98,6.65,0.0,80,1,2,1.25,12
2749,99.77,0.06,0.0,180,0,20,4.5,9
2750,100.0,0.0,37.5,60,0,20,0.0,8
2751,78.51,6.08,0.0,10,1,6,9.25,19
2752,66.67,9.76,25.0,30,1,14,3.5,14
2753,77.19,6.48,0.0,20,1,12,9.5,10
2754,69.46,8.87,25.0,40,2,12,9.0,10
2755,75.11,7.11,0.0,40,1,4,3.25,4
2756,71.93,8.09,25.0,10,1,13,0.75,8
2757,72.02,7.67,25.0,120,1,7,0.25,4
2758,100.0,0.0,37.5,30,0,15,0.0,13
2759,73.9,7.48,25.0,110,1,9,6.0,11
2760,74.68,7.24,25.0,90,2,12,6.5,15
2761,71.58,8.2,25.0,100,2,9,4.75,14
2762,74.88,7.18,25.0,110,1,17,2.25,10
2763,73.03,7.75,25.0,100,2,16,6.25,12
2764,100.0,0.0,37.5,70,0,1,8.25,18
2765,100.0,0.0,37.5,20,0,13,1.75,13
2766,73.83,7.5,25.0,190,1,17,5.25,11
2767,76.61,6.65,0.0,90,1,20,1.25,9
2768,99.07,0.25,0.0,90,0,9,8.0,10
2769,73.52,7.6,25.0,80,1,17,5.5,3
2770,73.25,7.68,25.0,90,1,19,2.5,10
2771,100.0,0.0,37.5,200,0,5,7.25,4
2772,73.86,7.49,25.0,170,1,1,2.75,16
2773,78.29,6.15,0.0,10,1,17,5.25,11
2774,72.94,11.16,25.0,130,2,3,1.5,4
2775,71.49,8.23,25.0,90,2,5,9.25,7
2776,72.51,-0.28,0.0,10,2,5,2.5,11
2777,75.3,7.05,0.0,130,1,10,0.75,18
2778,73.69,7.23,25.0,80,2,7,1.0,5
2779,74.12,7.41,25.0,10,2,5,2.0,15
2780,74.78,7.21,25.0,20,2,19,9.75,6
2781,99.7,0.08,0.0,140,0,8,1.75,10
2782,69.82,8.75,25.0,50,2,8,9.5,11
2783,74.76,7.22,25.0,110,1,9,9.5,5
2784,100.0,0.0,37.5,200,0,12,3.0,18
2785,76.61,6.65,0.0,30,2,3,8.25,11
2786,74.23,7.38,25.0,20,1,8,8.25,19
2787,74.34,7.34,25.0,150,1,12,4.5,15
2788,100.0,0.0,37.5,70,0,18,2.75,8
2789,100.0,0.0,37.5,60,0,16,8.75,6
2790,100.0,0.0,37.5,10,0,7,10.0,15
2791,73.44,7.62,25.0,170,1,12,1.5,1
2792,74.1,7.42,25.0,170,1,6,4.0,3
2793,80.7,5.43,0.0,50,2,12,2.75,12
2794,73.87,9.6,25.0,190,2,2,5.0,9
2795,72.72,7.85,25.0,170,2,19,9.25,19
2796,75.29,7.14,25.0,90,1,1,1.25,4
2797,100.0,0.0,37.5,120,0,9,5.0,2
2798,100.0,0.0,37.5,80,0,6,6.0,11
2799,73.22,7.69,25.0,150,1,19,0.75,19
2800,72.57,7.89,25.0,120,1,1,10.0,13
2801,100.0,0.0,37.5,30,0,2,9.25,16
2802,100.0,0.0,37.5,60,0,19,0.75,10
2803,70.1,8.66,25.0,120,1,2,6.0,7
2804,74.64,7.25,25.0,110,2,10,10.0,18
2805,71.9,6.92,25.0,150,1,6,0.5,1
2806,73.67,7.55,25.0,120,1,19,8.0,11
2807,71.07,8.36,25.0,120,2,5,6.5,10
2808,100.0,0.0,37.5,140,0,18,2.75,11
2809,74.58,7.27,25.0,110,1,14,2.75,11
2810,100.0,0.0,37.5,60,0,2,5.75,3
2811,100.0,0.0,37.5,120,0,10,3.5,16
2812,80.92,5.36,0.0,10,1,3,3.5,7
2813,72.32,7.97,25.0,90,1,20,4.0,20
2814,99.79,0.06,0.0,200,0,4,6.0,17
2815,75.21,7.08,0.0,180,2,7,3.25,19
2816,100.0,0.0,37.5,120,0,9,4.25,18
2817,99.74,0.07,0.0,160,0,12,8.5,15
2818,99.31,0.19,0.0,60,0,2,4.5,13
2819,73.03,7.75,25.0,130,2,1,9.5,2
2820,76.54,6.67,0.0,50,1,14,3.0,8
2821,74.62,9.92,25.0,170,2,2,3.5,3
2822,73.4,7.16,25.0,110,2,5,1.25,9
2823,72.72,7.84,25.0,130,2,7,8.5,20
2824,69.74,8.78,25.0,30,1,16,6.0,8
2825,74.31,7.35,25.0,80,2,19,3.25,15
2826,74.1,7.42,25.0,80,1,5,5.0,8
2827,70.64,15.53,25.0,60,1,3,0.5,19
2828,75.77,6.91,0.0,40,1,15,8.0,7
2829,100.0,0.0,37.5,80,0,11,9.75,2
2830,74.26,7.37,25.0,130,2,11,3.5,9
2831,72.54,7.9,25.0,100,2,16,6.5,18
2832,99.74,0.07,0.0,160,0,19,7.0,3
2833,76.21,6.77,0.0,120,2,14,8.0,16
2834,100.0,0.0,37.5,30,0,14,8.25,16
2835,73.82,7.51,25.0,130,1,2,4.5,19
2836,76.32,6.74,0.0,20,2,14,9.5,9
